"Unique Investment Identifier","Business Case ID","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","Unique Project ID","Project ID","Agency Project ID","Project Name","Project Goal","Start Date","Completion Date","Project Life Cycle Cost","Software Project","New or Existing Metric","If Existing: Metric ID","If Existing: Agency Metric ID","If New: Metric Description","If New: Metric Unit of Measure","If New: Metric Measurement Condition","Metric Target at Deployment","Schedule Variance (in days)","Schedule Variance (%)","Schedule Color","Cost Variance ($ M)","Cost Variance (%)","Cost Color","Project Status","Updated Date","Updated Time"
024-000003029,327,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCIS - Verification Modernization (VER)","	30010401",1467,"	172766","VIS O & M FY12",,2011-10-04,2012-11-14,1.857,,,,,,,,,47,11.55,Yellow,-1.447,-77.92,Red,Completed,09/11/2014,14:13:14
024-000003029,327,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCIS - Verification Modernization (VER)","	30010402",1468,"	177618","VIS O & M FY13-14",,2012-05-07,2013-03-15,9.387,,,,,,,,,-42,-13.46,Yellow,-0.202,-5.96,Green,Completed,09/11/2014,14:13:14
024-000003029,327,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCIS - Verification Modernization (VER)","	30010406",6869,"	207940","VIS O & M Release 9",,2012-10-01,2013-07-05,2.651,,,,,,,,,0,0,Green,-0.007,-0.26,Green,Completed,09/11/2014,14:13:15
024-000003029,327,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCIS - Verification Modernization (VER)","	30010404",6871,"	207939","VIS O & M Release 10",,2013-06-17,2013-09-22,2.196,,,,,,,,,7,7.22,Green,0.686,31.25,Red,Completed,09/11/2014,14:13:15
024-000003029,327,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCIS - Verification Modernization (VER)","	30010405",6873,"	207941","VIS O & M Release 11",,2013-08-01,2013-10-30,2.196,,,,,,,,,-70,-120.69,Red,0.141,6.42,Green,Completed,09/11/2014,14:13:15
024-000003029,327,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCIS - Verification Modernization (VER)","	30010413",8381,"	211011","VIS O & M Release 12",,2013-11-08,2014-03-05,2.196,,,,,,,,,5,4.27,Green,0.411,19.17,Yellow,Completed,09/11/2014,14:13:15
024-000003029,327,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCIS - Verification Modernization (VER)","	30010407",8383,"	211013","VIS O & M Release 13",,2014-02-03,2014-06-23,2.261,,,,,,,,,0,0,Green,-0.13,-6.41,Green,Completed,09/11/2014,14:13:16
024-000003029,327,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCIS - Verification Modernization (VER)","	30010420",11177,"	227298","VIS Improvement & Sustainment","Strengthen & improves business processes & technical architecture supporting E-Verify & SAVE. Address functional & technical capability gaps, increase flexibility & capacity for VIS applications to support workload growth.",2010-05-01,2020-06-30,953.974,yes,existing,,187404,,,,"	0.5",0,0,Green,3.959,3.91,Green,Completed,11/27/2019,17:49:34
024-000003029,327,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCIS - Verification Modernization (VER)","	30010423",11185,"	227376","1.15 RIDE","Maintain connection to AAMVAnet so E-Verify users can access driver’s license and state ID data stored within participating jurisdiction’s database.",2008-09-08,2023-09-30,37.435,no,existing,,187404,,,,"	0.6",0,0,Green,-0.054,-0.79,Green,In-progress,09/17/2019,19:02:41
024-000003029,327,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCIS - Verification Modernization (VER)","	30010422",11187,"	227302","1.1.4.2.7 Mobile E-Verify",,2014-05-01,2016-03-15,1.2,,,,,,,,,-107,-15.64,Yellow,0.002,0.17,Green,Completed,08/29/2016,21:18:17
024-000005628,170,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","TSA - Transportation Worker Identification Credential (TWIC)","	1",28,"	178169","4th Qtr TWIC Maintenance",,2011-07-01,2011-09-30,1.8,,,,,,,,,0,0,Green,0,0,Green,Completed,01/26/2016,12:43:44
024-000005628,170,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","TSA - Transportation Worker Identification Credential (TWIC)","	2",29,"	178168","Consolidated Service Contracts Transition",,2011-07-01,2013-07-08,3.5,,,,,,,,,0,0,Green,0,0,Green,Completed,01/26/2016,12:43:44
024-000005628,170,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","TSA - Transportation Worker Identification Credential (TWIC)","	3",30,"	178612","2012 TWIC Maintenance",,2011-10-01,2012-09-30,20,,,,,,,,,0,0,Green,0,0,Green,Completed,01/26/2016,12:43:44
024-000005628,170,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","TSA - Transportation Worker Identification Credential (TWIC)","	4",31,"	180212","TWIC Reader Qualification",,2011-10-01,2012-12-31,1.2,,,,,,,,,0,0,Green,0,0,Green,Completed,01/26/2016,12:43:44
024-000005628,170,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","TSA - Transportation Worker Identification Credential (TWIC)","	5",3861,"	190256","TWIC System Maintenance",,2012-10-01,2014-08-31,21,,,,,,,,,0,0,Green,0,0,Green,Completed,01/26/2016,12:43:44
024-000005628,170,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","TSA - Transportation Worker Identification Credential (TWIC)","	6",3863,"	190296","Extended Expiration Date (EED) TWICs",,2012-03-01,2013-06-28,2.2,,,,,,,,,-61,-14.42,Yellow,0,0,Green,Completed,01/26/2016,12:43:44
024-000005628,170,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","TSA - Transportation Worker Identification Credential (TWIC)","	7",3865,"	190295","Card Failure Analysis",,2012-08-01,2013-03-31,1.1,,,,,,,,,0,0,Green,0,0,Green,Completed,01/26/2016,12:43:44
024-000005628,170,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","TSA - Transportation Worker Identification Credential (TWIC)","	9",7891,"	212662","Card Production Services Migration from USCIS to GPO",,2013-03-01,2014-05-31,1.5,,,,,,,,,0,0,Green,0,0,Green,Completed,01/26/2016,12:43:44
024-000005628,170,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","TSA - Transportation Worker Identification Credential (TWIC)","	10",7893,"	212763","TWIC Legacy System Migration to TIM",,2013-07-01,2014-08-31,4.307,,,,,,,,,0,0,Green,0,0,Green,Completed,01/26/2016,12:43:44
024-000005628,170,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","TSA - Transportation Worker Identification Credential (TWIC)","	11",7895,"	212764","UES System Change Requests","Identify requirements and coordinate change requests to ensure that TWIC program goals can be achieved.",2013-06-22,2021-09-30,6.657,no,existing,,75728,,,,"	0.81",0,0,Green,0,0,Green,In-progress,10/30/2019,15:06:49
024-000005628,170,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","TSA - Transportation Worker Identification Credential (TWIC)","	12",7897,"	214434","TIM System Change Requests","Identify requirements and coordinate change requests to ensure that TWIC program goals can be achieved.",2014-10-01,2021-09-30,10.5,no,existing,,73701,,,,"	98",0,0,Green,0,0,Green,In-progress,10/30/2019,15:06:49
024-000005628,170,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","TSA - Transportation Worker Identification Credential (TWIC)","	13",13027,"	44010","Card Production Service Provider (CSPS) Change Requests","Successful implementation of CSPS system changes that are required as a result of new requirements or identified issues wiht the existing interface with the TIM and/or UES systems.",2015-07-09,2021-09-30,6.125,no,existing,,111930,,,,"	0.05",0,0,Green,0,0,Green,In-progress,10/30/2019,15:06:49
024-000001226,155,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","DHS - CHCO - HR-IT","	3",295,"	177428",PAS,,2011-07-22,2013-04-04,0.902,,,,,,,,,-182,-97.33,Red,0.018,2,Green,Completed,10/12/2016,11:23:17
024-000001226,155,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","DHS - CHCO - HR-IT","	6",298,"	177430","Balanced Workforce Assessment Tool (BWAT)",,2011-09-30,2013-09-19,2.93,,,,,,,,,-36,-9.89,Green,0.032,2.7,Green,Completed,10/31/2017,21:15:59
024-000001226,155,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","DHS - CHCO - HR-IT","	9",4213,"	201850","Enterprise Talent Management System/Performance and Learning Management System (ETMS/PALMS)",,2012-08-24,2017-08-22,7.001,,,,,,,,,-387,-106.91,Red,-0.993,-1241.25,Red,Completed,05/31/2019,20:44:46
024-000001226,155,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","DHS - CHCO - HR-IT","	10",4215,"	201851","Data Management",,2012-02-14,2014-03-31,1.126,,,,,,,,,0,0,Green,0,0,Green,Completed,10/12/2016,11:23:17
024-000001226,155,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","DHS - CHCO - HR-IT","	11",8261,"	214998","Plateau Software Support",,2013-01-01,2013-12-31,2.358,,,,,,,,,0,0,Green,0,0,Green,Completed,10/12/2016,11:23:17
024-000001226,155,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","DHS - CHCO - HR-IT","	12",8263,"	214997","LMS Program Management Support",,2013-03-14,2014-03-13,2.487,,,,,,,,,0,0,Green,0,0,Green,Completed,10/31/2017,17:15:59
024-000001226,155,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","DHS - CHCO - HR-IT","	13",8265,"	215564","Workers Compensation - Medical Case Management (WC-MCMS)",,2012-12-03,2015-09-25,0.727,,,,,,,,,-367,-35.77,Red,0,0,Green,Completed,09/14/2017,11:31:46
024-000001226,155,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","DHS - CHCO - HR-IT","	14",10841,"	231028","WebTA 4.x",,2017-08-01,2018-12-31,2.383,,,,,,,,,0,0,Green,0,0,Green,Completed,05/31/2019,20:44:46
024-000006005,195,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCG - Nationwide Automatic Identification System (NAIS)","	1",378,"	177936","Increment 2",,2010-10-01,2016-09-30,30.945,,,,,,,,,0,0,Green,6.464,22.27,Yellow,Completed,10/12/2016,16:28:54
024-000006005,195,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCG - Nationwide Automatic Identification System (NAIS)","	3",11101,"	232034","Maintinance FY 2015",,2014-09-01,2018-04-18,2.89,,,,,,,,,0,0,Green,0,0,Green,Completed,09/14/2017,11:31:50
024-000006005,195,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCG - Nationwide Automatic Identification System (NAIS)","	7",17373,"	114432","Windows 10.x Update","Upgrade NAIS site computers to latest TICSOM supported WIN10 SHB Version.",2019-08-06,2020-05-31,0.084,no,existing,,171462,,,,"	96",-122,-40.8,Red,0,0,Green,In-progress,02/28/2020,18:06:12
024-000006005,195,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCG - Nationwide Automatic Identification System (NAIS)","	5",17374,"	114433","CNS Upgrade","Upgrade NAIS core CNS message routing software to version compatible with WIN Server 2016.",2019-03-08,2020-09-30,0.178,no,existing,,171462,,,,"	96",0,0,Green,0,0,Green,In-progress,09/17/2019,19:02:46
024-000006005,195,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCG - Nationwide Automatic Identification System (NAIS)","	6",17375,"	114434","NAIS Base Station Replacement","Replace the L3 Protec AIS Base Station deployed in the VTS and NAIS AOR with a capability that meets CG AIS receive and transmit requirements before FY23.",2019-10-01,2023-09-30,5.4,no,existing,,171462,,,,"	96",0,0,Green,0,0,Green,In-progress,02/28/2020,18:06:12
024-000006104,201,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCG - Core Accounting System (CAS)","	1",8003,"	217108","CAS Project. Centech Group, Inc. (HSCG2310JVCV007)",,2010-03-01,2014-09-30,18.351,,,,,,,,,0,0,Green,0,0,Green,Completed,10/12/2016,11:23:21
024-000006104,201,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCG - Core Accounting System (CAS)","	2",8005,"	217107","CAS Project. SCI Consulting Inc. (HSCG2310JVCV002)",,2010-03-01,2015-05-31,31.633,,,,,,,,,0,0,Green,0,0,Green,Completed,10/12/2016,11:23:21
024-000006104,201,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCG - Core Accounting System (CAS)","	3",8007,"	217109","CAS Project. Digital Management Inc. (HSCGG311JPWP005)",,2011-08-29,2015-12-31,17.869,,,,,,,,,0,0,Green,0,0,Green,Completed,10/12/2016,11:23:21
024-000006104,201,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCG - Core Accounting System (CAS)","	4",8009,"	217110","CAS Project. ACE (HSCGG3-13-J-PWC002)",,2010-11-01,2015-12-31,17.632,,,,,,,,,0,0,Green,0,0,Green,Completed,10/12/2016,11:23:21
024-000006104,201,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCG - Core Accounting System (CAS)","	5",9497,"	220478","CAS  Project. USMAX CORP (HSCG79-11-D-PTE093)",,2011-08-03,2016-08-02,19.149,,,,,,,,,0,0,Green,-1.774,-10.82,Yellow,Completed,10/12/2016,11:23:21
024-000006104,201,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCG - Core Accounting System (CAS)","	7",13896,"	77129","System Support Agent",,2003-10-01,2021-09-30,119,,,,,,,,,0,0,Green,5.048,21.14,Yellow,Completed,03/28/2019,21:13:25
024-000006104,201,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCG - Core Accounting System (CAS)","	6",13897,"	77130","System Development Agent","Support and maintain the operation and security of the CAS Suite until it is replaced by the Financial Management Services Improvement Initiative (FMSII); anticipated go-live date of FMSII is FY 21. No new software or capabilities are planned.",1999-10-01,2021-09-30,136,no,existing,,73690,,,,"	100",0,0,Green,0,0,Green,In-progress,09/17/2019,19:03:11
024-000005053,314,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","	1",344,"	171125","M1 - e-Manifest Rail and Sea",,2005-07-21,2012-03-08,172.564,,,,,,,,,-97,-19.76,Yellow,0.11,1.08,Green,Completed,09/09/2014,14:21:05
024-000005053,314,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","	2",345,"	171131","Cargo Control and Release Planning/ADE 2a/2b Approval Phase",,2010-09-10,2013-06-30,3,,,,,,,,,0,0,Green,0,0,Green,Completed,11/21/2014,08:07:03
024-000005053,314,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","	4",346,"	176999","Task Order PROD",,2011-05-06,2012-04-29,22.848,,,,,,,,,0,0,Green,2.008,8.79,Green,Completed,09/09/2014,14:21:05
024-000005053,314,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","	5",347,"	177000","Task Order ECOM",,2011-05-01,2012-10-31,41.715,,,,,,,,,0,0,Green,3.529,8.46,Green,Completed,09/09/2014,14:21:05
024-000005053,314,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","	6",348,"	177753","ACE Infrastructure Support",,2011-10-01,2012-09-30,60.47,,,,,,,,,0,0,Green,21.476,35.77,Red,Completed,09/09/2014,14:21:05
024-000005053,314,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","	7",6125,"	202760","Task Order PROD Extension",,2012-04-30,2012-10-29,12.341,,,,,,,,,0,0,Green,0.862,6.98,Green,Completed,09/09/2014,14:21:06
024-000005053,314,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","	8",6187,"	203868","ITDS Commissioner Priorities",,2011-09-29,2013-09-30,4.608,,,,,,,,,0,0,Green,0.003,0.15,Green,Completed,09/09/2014,14:21:06
024-000005053,314,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","	9",7825,"	213634","Deployment A",,2013-02-06,2013-10-05,9.934,,,,,,,,,0,0,Green,-0.918,-10.77,Yellow,Completed,01/29/2016,12:18:05
024-000005053,314,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","	10",7827,"	213633","Deployment B",,2013-08-06,2014-01-04,8.003,,,,,,,,,0,0,Green,-0.95,-17.99,Yellow,Completed,01/29/2016,12:18:05
024-000005053,314,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","	11",7829,"	213631","Deployment C",,2013-11-05,2014-04-05,10.116,,,,,,,,,0,0,Green,-1.994,-36.86,Red,Completed,01/29/2016,12:18:05
024-000005053,314,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","	12",7831,"	213635","Deployment D",,2014-02-05,2015-01-03,38.03,,,,,,,,,0,0,Green,-0.337,-0.89,Green,Completed,01/29/2016,12:18:05
024-000005053,314,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","	13",7833,"	213636","Deployment E",,2014-11-05,2015-07-11,32.89,,,,,,,,,0,0,Green,-0.583,-1.77,Green,Completed,01/29/2016,12:18:05
024-000005053,314,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","	14",7835,"	213627","Deployment F",,2015-05-06,2016-01-09,32.21,,,,,,,,,0,0,Green,-4.7,-14.59,Yellow,Completed,01/29/2016,12:18:05
024-000005053,314,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","	15",7837,"	213629","Deployment G",,2015-11-04,2016-07-02,26.744,,,,,,,,,0,0,Green,-9.353,-34.97,Red,Completed,06/30/2016,15:23:46
024-000005053,314,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","	16",10809,"	231490","ACE Sustainment","This Project includes the following maintenance activities for the ACE Program: Hardware Maintenance, Infrastructure Support, Software Maintenance, and Code Maintenance.",2016-07-01,2026-09-30,702.049,no,existing,,93869,,,,"	97",0,0,Green,-4.945,-1.15,Green,In-progress,11/26/2019,17:21:02
